doy,logidx,index
276,-0.09999666387036239,0.9048404366959224
277,-0.0978020386005548,0.9068284030060889
278,-0.09547592336460352,0.9089402456131149
279,-0.09302394780939699,0.9111716794691532
280,-0.09045214811643819,0.9135180464142701
281,-0.08776694422434606,0.9159743249564696
282,-0.08497511559499472,0.9185351413175339
283,-0.08208377562299647,0.9211947817968762
284,-0.07910034479373984,0.9239472065014203
285,-0.07603252270023929,0.9267860644838729
286,-0.07288825903362657,0.9297047103246158
287,-0.06967572366619178,0.9326962221838339
288,-0.06640327594944229,0.935753421340467
289,-0.06307943335269103,0.9388688932231581
290,-0.05971283957017597,0.9420350099256983
291,-0.056312232226663574,0.9452439541856182
292,-0.052886410312878995,0.9484877447897115
293,-0.049444201482928475,0.9517582633545579
294,-0.04599442934614272,0.9550472824137237
295,-0.042545880885467666,0.9583464947264823
296,-0.03910727413365174,0.9616475437058447
297,-0.03568722623706504,0.964942054846653
298,-0.03229422203499458,0.9682216680177654
299,-0.028936583279749767,0.971478070466183
300,-0.025622438619858138,0.9747030303656418
301,-0.022359694465067973,0.9778884307279823
302,-0.01915600684781591,0.9810263034827783
303,-0.016018754391271442,0.984108863519535
304,-0.012955012489073603,0.98712854247748
305,-0.00997152879644167,0.9900780220607933
306,-0.007074700126493481,0.9929502666522602
307,-0.0042705508393790625,0.9957385549959342
308,-0.001564712805252918,0.9984365107195904
309,0.0010375929848007793,1.0010381314706287
310,0.003531573092979278,1.0035378164446889
311,0.0059128765346623405,1.00593039209455
312,0.008177607852249554,1.0082111358178787
313,0.01032233831906857,1.0103757974359515
314,0.012344115237531272,1.012420618291454
315,0.01424046930388356,1.0143423478117013
316,0.01600942002014815,1.0161382574038686
317,0.01764947914216194,1.017806151570815
318,0.019159652160924974,1.019344376159541
319,0.020539437822769638,1.020751823678909
320,0.021788825702090554,1.0220279356486242
321,0.02290829184850871,1.023172701967294
322,0.023898792538346262,1.0241866573132519
323,0.024761756168124486,1.0250708746174308
324,0.025499073335429834,1.025826955672509
325,0.026113085159894953,1.0264570189665083
326,0.02660656990417515,1.0269636848516879
327,0.026982727961638683,1.0273500581806319
328,0.027245165284002445,1.0276197085606453
329,0.027397875328304244,1.0277766483947044
330,0.027445219608383014,1.0278253088920934
331,0.027391906941418204,1.0277705142443399
332,0.027242971485030517,1.027617454172058
333,0.027003749664956923,1.0273716550557597
334,0.026679856097356288,1.0270389498685955
335,0.026277158613368955,1.0266254471313703
336,0.025801752496628083,1.0261374991101293
337,0.025259934046989105,1.0255816694742188
338,0.024658173585802693,1.0249647006281581
339,0.024003088019592236,1.0242934809240751
340,0.023301413080012667,1.0235750119530498
341,0.022559975358454283,1.0228163761037148
342,0.02178566425361932,1.022024704565077
343,0.020985403949840324,1.0212071459380212
344,0.020166125542831887,1.0203708356065484
345,0.019334739427986893,1.0195228660057516
346,0.0184981080642384,1.0186702579090618
