county,site,year,aadt
03,0158,1974,4411
03,0158,1975,5594
03,0158,1976,6380
03,0158,1977,9085
03,0158,1985,11214
03,0158,1986,14088
03,0158,1987,16928
03,0158,1988,17085
03,0158,1989,16418
03,0158,1990,24206
03,0158,1991,22977
03,0158,1992,23000
03,0158,1993,26000
03,0158,1994,28000
03,0158,1995,28500
03,0158,2008,61900
03,0158,2009,31500
03,0158,2010,30500
03,0158,2011,31000
03,0158,2012,31000
03,0158,2013,31000
03,0158,2014,32500
03,0158,2015,36000
03,0158,2016,38000
03,0158,2017,39000
03,0158,2018,33000
03,0158,2019,34500
03,0158,2020,33500
03,0158,2021,34500
03,0158,2022,35500
03,0158,2023,34000
03,0158,2024,35000
03,0158,2025,35000
03,0159,1976,6370
03,0159,1977,3198
03,0159,1978,9795
03,0159,1979,16705
03,0159,1980,19050
03,0159,1983,26451
03,0159,1984,26040
03,0159,1985,28106
03,0160,1970,1359
03,0160,1971,1779
03,0160,1972,2402
03,0160,1973,3266
03,0160,1975,3788
03,0160,1985,10855
03,0160,1986,12951
03,0160,1987,15584
03,0160,2001,52500
03,0160,2002,51000
03,0160,2003,52500
03,0160,2004,53000
03,0160,2005,57000
03,0160,2006,52500
03,0160,2007,53000
03,0160,2008,46000
03,0160,2009,46500
03,0160,2010,49500
03,0160,2011,49500
03,0160,2012,48500
03,0160,2013,50500
03,0160,2014,51500
03,0160,2015,55500
03,0160,2016,57500
03,0160,2017,59500
03,0160,2018,50000
03,0160,2019,53500
03,0160,2020,52500
03,0160,2021,54500
03,0160,2022,56500
03,0160,2023,58500
03,0160,2024,60500
03,0160,2025,60500
03,0161,1970,581
03,0161,1971,713
03,0161,1972,892
03,0161,1973,1184
03,0161,1974,1601
03,0161,1975,1752
03,0161,1976,1920
03,0161,1985,3513
03,0161,1986,3361
03,0161,1987,3654
03,0162,1970,5735
03,0162,1971,6136
03,0162,1972,4463
03,0162,1973,5212
03,0162,1974,6043
03,0162,1975,6961
03,0162,1976,6560
03,0164,1970,2175
03,0164,1971,2073
03,0164,1972,3042
03,0164,1973,3109
03,0164,1974,3064
03,0164,1975,4075
03,0164,1976,3905
03,0164,1977,4490
03,0164,1985,6968
03,0164,1986,8508
03,0164,1987,8060
03,0165,1970,1190
03,0165,1971,1784
03,0165,1972,1246
03,0165,1973,1713
03,0165,1974,1852
03,0165,1975,2077
03,0165,1976,1500
03,0165,1977,1938
03,0166,1970,1445
03,0166,1971,1713
03,0166,1972,1537
03,0166,1973,1971
03,0166,1974,2484
03,0166,1975,2858
03,0166,1976,2713
03,0166,1977,2590
03,0166,1978,3043
03,0166,1979,4670
03,0166,1980,4915
03,0166,1981,6363
03,0166,1982,8018
03,0166,1983,8828
03,0166,1984,9124
03,0166,1985,7339
03,0166,1986,8818
03,0166,1987,9737
03,0167,1970,2045
03,0167,1971,1828
03,0167,1972,1931
03,0167,1973,2466
03,0167,1974,3149
03,0167,1975,3212
03,0167,1976,3150
03,0167,1977,3035
03,0167,1978,4195
03,0167,1979,5108
03,0167,1980,6423
03,0167,1981,6735
03,0167,1982,7853
03,0167,1983,9464
03,0167,1984,10185
03,0167,1985,7289
03,0167,1986,8598
03,0167,1987,7525
03,0167,1988,8769
03,0167,1989,8657
03,0168,1970,121
03,0168,1971,93
03,0168,1972,250
03,0168,1973,280
03,0168,1974,370
03,0168,1975,462
03,0168,1977,618
03,0168,1985,275
03,0168,1986,359
03,0168,1987,955
03,0169,1970,1337
03,0169,1971,1218
03,0169,1972,1004
03,0169,1973,1206
03,0169,1974,1620
03,0169,1975,1724
03,0169,1976,1515
03,0169,1977,1978
03,0169,1978,1340
03,0169,1979,1680
03,0169,1980,1603
03,0169,1981,1813
03,0169,1982,1360
03,0169,1983,2050
03,0169,1984,2275
03,0169,1985,1909
03,0169,1986,2704
03,0169,1987,2574
03,0169,1988,2885
03,0169,1989,3074
03,0170,1970,2138
03,0170,1971,1341
03,0170,1972,2185
03,0170,1973,1247
03,0170,1974,2181
03,0170,1975,3301
03,0170,1976,2900
03,0170,1985,4853
03,0170,1986,6425
03,0170,1987,5504
03,0170,1988,6480
03,0170,1989,5669
03,0170,1990,5494
03,0170,1991,6460
03,0170,1992,7500
03,0170,1993,8400
03,0170,1994,7900
03,0170,1995,8400
03,0170,1996,8400
03,0170,1997,7900
03,0170,1998,9400
03,0170,1999,10900
03,0170,2000,11500
03,0170,2001,13100
03,0170,2002,13500
03,0170,2003,13400
03,0170,2004,14300
03,0170,2005,14400
03,0170,2006,14600
03,0170,2007,14000
03,0170,2008,13200
03,0170,2009,11800
03,0170,2010,11300
03,0170,2011,11300
03,0170,2012,10500
03,0170,2013,10500
03,0170,2014,11100
03,0170,2015,13200
03,0170,2016,13400
03,0170,2017,12800
03,0170,2018,13400
03,0170,2019,14500
03,0170,2020,12900
03,0170,2021,14900
03,0170,2022,15300
03,0170,2023,16500
03,0170,2024,16400
03,0170,2025,16400
03,0171,1970,2162
03,0171,1971,1387
03,0171,1972,1457
03,0171,1973,1798
03,0171,1974,2540
03,0171,1975,2915
03,0171,1976,1583
03,0171,1977,2120
03,0171,1978,2180
03,0171,1979,2445
03,0171,1980,2393
03,0171,1981,2758
03,0171,1982,2775
03,0171,1983,3415
03,0171,1984,4180
03,0171,1985,4706
03,0171,1986,4410
03,0171,1987,4738
03,0172,1970,2213
03,0172,1971,1436
03,0172,1972,1421
03,0172,1973,1468
03,0172,1974,1351
03,0172,1975,1581
03,0172,1976,1640
03,0172,1977,2177
03,0172,1978,2547
03,0172,1979,2168
03,0172,1980,1790
03,0173,1970,2248
03,0173,1971,1828
03,0173,1972,1630
03,0173,1973,1708
03,0173,1974,2811
03,0173,1975,2741
03,0173,1976,1875
03,0173,1977,1815
03,0173,1978,2630
03,0173,1980,2697
03,0173,1981,2600
03,0173,1982,3433
03,0173,1983,3670
03,0173,1984,4144
03,0173,1985,4777
03,0173,1986,5388
03,0173,1987,3800
03,0173,1988,4467
03,0173,1989,3825
03,0173,1990,5209
03,0173,1991,7709
03,0173,1992,8600
03,0173,1993,10600
03,0173,1994,8600
03,0173,1995,9500
03,0173,1996,10500
03,0173,1997,12200
03,0173,1998,12100
03,0173,1999,12400
03,0173,2000,12400
03,0173,2001,15700
03,0173,2002,15600
03,0173,2003,18700
03,0173,2004,20400
03,0173,2005,18500
03,0173,2006,19700
03,0173,2007,18700
03,0173,2008,17500
03,0173,2009,16000
03,0173,2010,17500
03,0173,2011,17200
03,0173,2012,17100
03,0173,2013,22000
03,0173,2014,19800
03,0173,2015,20500
03,0173,2016,22500
03,0173,2017,24000
03,0173,2018,22000
03,0173,2019,23000
03,0173,2020,22000
03,0173,2021,23500
03,0173,2022,27500
03,0173,2023,26000
03,0173,2024,26500
03,0173,2025,26000
03,0174,1970,2038
03,0174,1971,2025
03,0174,1972,1547
03,0174,1973,1564
03,0174,1974,1703
03,0174,1975,2033
03,0174,1976,1320
03,0174,1977,2133
03,0175,1976,13600
03,0175,1977,15240
03,0175,1978,12638
03,0175,1979,16075
03,0175,1980,12975
03,0175,1983,24272
03,0175,1984,23008
03,0175,1985,24846
03,0175,1986,29140
03,0175,1987,27329
03,0175,1988,28445
03,0175,1989,27263
03,0175,1990,32260
03,0175,1991,31765
03,0175,1992,33000
03,0175,1993,31000
03,0175,1994,34000
03,0175,1995,34000
03,0175,2001,51500
03,0175,2002,43000
03,0175,2003,47500
03,0175,2004,49000
03,0175,2005,48500
03,0175,2006,43500
03,0175,2007,44000
03,0175,2008,50000
03,0175,2009,49000
03,0175,2010,41500
03,0175,2011,41500
03,0175,2012,40500
03,0175,2013,43000
03,0175,2014,44000
03,0175,2015,44500
03,0175,2016,46500
03,0175,2017,48000
03,0175,2018,43500
03,0175,2019,43500
03,0175,2020,42500
03,0175,2021,44500
03,0175,2022,46500
03,0175,2023,51500
03,0175,2024,53500
03,0175,2025,53500
03,0176,1976,3620
03,0176,1977,3155
03,0176,1978,4863
03,0176,1979,6577
03,0176,1980,6050
03,0176,1981,7773
03,0176,1982,8543
03,0176,1983,9413
03,0176,1984,10514
03,0176,1985,9899
03,0176,1986,11999
03,0176,1987,11550
03,0176,1988,11812
03,0176,1989,11324
03,0176,1990,17044
03,0176,1991,17981
03,0176,1992,18600
03,0176,1993,18200
03,0176,1994,18900
03,0176,1995,20000
03,0176,1996,19800
03,0176,1997,18000
03,0176,1998,22000
03,0176,1999,24500
03,0176,2000,27500
03,0176,2001,29000
03,0176,2002,30000
03,0176,2003,28500
03,0176,2004,30500
03,0176,2005,29500
03,0176,2006,30500
03,0176,2007,28000
03,0176,2008,25000
03,0176,2009,24500
03,0176,2010,23500
03,0176,2011,23500
03,0176,2012,26000
03,0176,2013,23000
03,0176,2014,23000
03,0176,2015,28000
03,0176,2016,25000
03,0176,2017,24500
03,0176,2018,24500
03,0176,2019,27000
03,0176,2020,22000
03,0176,2021,26500
03,0176,2022,27500
03,0176,2023,26000
03,0176,2024,27000
03,0176,2025,27000
03,0177,1976,12500
03,0177,1977,12573
03,0177,1978,10333
03,0177,1979,12293
03,0177,1980,12070
03,0177,1983,19119
03,0177,1984,21494
03,0177,1985,19046
03,0177,1986,25723
03,0177,1987,21712
03,0177,1988,23566
03,0177,1989,23437
03,0177,1990,26869
03,0177,1991,25609
03,0177,1992,27000
03,0177,1993,25500
03,0177,1994,27000
03,0177,1995,28000
03,0177,2008,36500
03,0177,2009,35500
03,0177,2010,34500
03,0177,2011,26500
03,0177,2012,26500
03,0177,2013,30500
03,0177,2014,30500
03,0177,2015,31000
03,0177,2016,32000
03,0177,2017,33000
03,0177,2018,29500
03,0177,2019,32500
03,0177,2020,31500
03,0177,2021,32500
03,0177,2022,33500
03,0177,2023,34000
03,0177,2024,35000
03,0177,2025,35000
03,0178,1976,10100
03,0178,1977,11448
03,0178,1978,14408
03,0178,1979,14788
03,0178,1980,14165
03,0178,1981,17156
03,0178,1982,17265
03,0178,1983,16631
03,0178,1984,17007
03,0178,1985,16102
03,0178,1986,18706
03,0178,1987,17989
03,0178,1988,19208
03,0178,1989,18807
03,0178,1990,18590
03,0178,1991,22378
03,0178,1992,20900
03,0178,1993,20800
03,0178,1994,22000
03,0178,1995,23000
03,0178,1996,23500
03,0178,1997,21500
03,0178,1998,23500
03,0178,1999,25500
03,0178,2000,28000
03,0178,2001,30000
03,0178,2002,33500
03,0178,2003,31500
03,0178,2004,33000
03,0178,2005,34000
03,0178,2006,33000
03,0178,2007,32500
03,0178,2008,27000
03,0178,2009,26000
03,0178,2010,21500
03,0178,2011,21500
03,0178,2012,24500
03,0178,2013,23500
03,0178,2014,23500
03,0178,2015,28500
03,0178,2016,26000
03,0178,2017,24500
03,0178,2018,24000
03,0178,2019,25500
03,0178,2020,21000
03,0178,2021,24500
03,0178,2022,24000
03,0178,2023,26000
03,0178,2024,27000
03,0178,2025,30000
03,0179,1976,11140
03,0179,1977,14058
03,0179,1978,14131
03,0179,1979,15053
03,0179,1980,14339
03,0179,1981,15528
03,0179,1982,12033
03,0179,1983,13979
03,0179,1984,15361
03,0179,1985,15829
03,0179,1986,17121
03,0179,1987,16401
03,0179,2010,37000
03,0179,2011,36500
03,0179,2012,35500
03,0179,2013,35500
03,0179,2014,36000
03,0179,2015,39500
03,0179,2016,38500
03,0179,2017,39000
03,0179,2018,39000
03,0179,2019,40000
03,0179,2020,33500
03,0179,2021,40500
03,0179,2022,40500
03,0179,2023,41500
03,0179,2024,41500
03,0179,2025,41500
03,0180,1978,835
03,0180,1979,775
03,0180,1980,643
03,0180,1981,895
03,0180,1982,778
03,0180,1983,748
03,0180,1984,880
03,0180,1985,1000
03,0181,1978,1605
03,0181,1979,1648
03,0181,1980,1645
03,0181,1981,1613
03,0181,1982,1888
03,0181,1983,1517
03,0181,1984,1670
03,0181,1985,1717
03,0181,1986,1751
03,0181,1987,1772
03,0182,1978,1405
03,0182,1979,1213
03,0182,1980,1295
03,0182,1981,1530
03,0182,1982,1608
03,0182,1983,1151
03,0182,1984,1035
03,0182,1985,1281
03,0182,1986,1183
03,0182,1987,835
03,0182,1988,734
03,0182,1989,717
03,0182,1991,920
03,0182,1992,1100
03,0182,1993,1000
03,0182,1994,900
03,0182,1995,900
03,0182,1996,1350
03,0182,1997,1200
03,0182,1998,1100
03,0182,1999,1550
03,0182,2000,1550
03,0182,2001,1650
03,0182,2002,2050
03,0182,2003,1900
03,0182,2004,2600
03,0182,2005,2800
03,0182,2006,3000
03,0182,2007,2700
03,0182,2008,2600
03,0182,2009,2900
03,0182,2010,2300
03,0182,2011,2300
03,0182,2012,2200
03,0182,2013,2700
03,0182,2014,2700
03,0182,2015,3000
03,0182,2016,3200
03,0182,2017,3000
03,0182,2018,3100
03,0182,2019,3300
03,0182,2020,3300
03,0182,2021,3400
03,0182,2022,5100
03,0182,2023,7000
03,0182,2024,8200
03,0182,2025,8200
03,0183,1978,3508
03,0183,1979,3398
03,0183,1980,2890
03,0183,1981,3058
03,0183,1982,2980
03,0183,1983,3155
03,0183,1984,2686
03,0183,1985,2931
03,0183,1986,3073
03,0183,1987,3466
03,0183,1988,3573
03,0183,1989,3064
03,0183,1991,3710
03,0183,1992,4400
03,0183,1993,4600
03,0183,1994,4500
03,0183,1995,4500
03,0183,1996,5900
03,0183,1997,5800
03,0183,1998,6200
03,0183,1999,5800
03,0183,2000,6200
03,0183,2001,6800
03,0183,2002,7400
03,0183,2003,8000
03,0183,2004,9500
03,0183,2005,12800
03,0183,2006,10800
03,0183,2007,10500
03,0183,2008,9500
03,0183,2009,10200
03,0183,2010,9800
03,0183,2011,10000
03,0183,2012,9600
03,0183,2013,10000
03,0183,2014,10400
03,0183,2015,10900
03,0183,2016,12000
03,0183,2017,13200
03,0183,2018,12800
03,0183,2019,13200
03,0183,2020,12200
03,0183,2021,16900
03,0183,2022,16200
03,0183,2023,17800
03,0183,2024,18800
03,0183,2025,20800
03,0184,1978,4110
03,0184,1979,3285
03,0184,1980,3035
03,0184,1981,2760
03,0184,1982,3223
03,0184,1983,2671
03,0184,1984,2669
03,0184,1985,2659
03,0184,1986,3324
03,0184,1987,3514
03,0184,2011,4800
03,0184,2012,5200
03,0184,2013,5200
03,0184,2014,5400
03,0184,2015,5000
03,0184,2016,5200
03,0184,2017,6200
03,0184,2018,5900
03,0184,2019,6100
03,0184,2020,5600
03,0184,2021,6400
03,0184,2022,6600
03,0184,2023,7200
03,0184,2024,7400
03,0184,2025,8300
03,0185,1978,11968
03,0185,1979,11155
03,0185,1980,11690
03,0185,1981,13695
03,0185,1982,14825
03,0185,1983,13064
03,0185,1984,14574
03,0185,1985,17477
03,0185,1986,23816
03,0185,1987,22255
03,0185,1988,21309
03,0185,1989,19988
03,0185,1990,25812
03,0185,1991,24692
03,0185,1992,23500
03,0185,1993,25000
03,0185,1994,25500
03,0185,1995,24500
03,0186,1983,9478
03,0186,1984,10841
03,0186,1985,5615
03,0187,1983,8411
03,0187,1984,9372
03,0187,1985,5666
03,0187,1986,5881
03,0187,1987,6408
03,0187,1988,7317
03,0187,1989,6958
03,0188,1983,10049
03,0188,1984,11681
03,0188,1985,13009
03,0188,1986,12195
03,0188,1987,12927
03,0188,1988,14725
03,0188,1989,14805
03,0188,1997,18200
03,0188,1998,19600
03,0188,1999,17100
03,0188,2000,16900
03,0188,2001,18600
03,0188,2002,19300
03,0188,2003,19600
03,0189,1983,9381
03,0189,1984,10489
03,0189,1985,11443
03,0189,1986,12359
03,0189,1987,12648
03,0189,1988,14037
03,0189,1989,13453
03,0189,1990,18820
03,0189,1991,17014
03,0189,1992,17500
03,0189,1993,18500
03,0189,1994,20000
03,0189,1995,19500
03,0189,1996,21000
03,0189,1997,21500
03,0189,1998,22500
03,0189,1999,22000
03,0189,2000,22000
03,0189,2001,24000
03,0189,2002,23000
03,0189,2003,25500
03,0189,2004,26500
03,0189,2005,25000
03,0189,2006,24500
03,0189,2007,25000
03,0189,2008,23000
03,0189,2009,23000
03,0189,2010,22000
03,0189,2011,22000
03,0189,2012,22000
03,0189,2013,14000
03,0189,2014,14200
03,0189,2015,17500
03,0189,2016,21000
03,0189,2017,20000
03,0189,2018,18900
03,0189,2019,19400
03,0189,2020,13800
03,0189,2021,16100
03,0189,2022,14700
03,0189,2023,15300
03,0189,2024,15100
03,0189,2025,13100
03,0190,1988,17819
03,0190,1989,16190
03,0190,1990,20367
03,0190,1991,22390
03,0190,1992,25000
03,0190,1993,26000
03,0190,1994,28000
03,0190,1995,28000
03,0190,1996,28000
03,0190,1997,30000
03,0190,1998,33500
03,0190,1999,33500
03,0190,2000,36500
03,0190,2001,42000
03,0190,2002,43500
03,0190,2003,45000
03,0190,2004,52000
03,0190,2005,53000
03,0190,2006,47500
03,0190,2007,51000
03,0190,2008,42500
03,0190,2009,43500
03,0190,2010,40000
03,0190,2011,40000
03,0190,2012,39000
03,0190,2013,40000
03,0190,2014,45000
03,0190,2015,48000
03,0190,2016,55000
03,0190,2017,48000
03,0190,2018,48500
03,0190,2019,58000
03,0190,2020,51500
03,0190,2021,64500
03,0190,2022,75000
03,0190,2023,67500
03,0190,2024,66500
03,0190,2025,66500
03,0191,1991,26522
03,0191,1992,27100
03,0191,1993,29866
03,0191,1994,30613
03,0191,1995,31197
03,0191,1996,32871
03,0191,1997,37159
03,0191,1998,40137
03,0191,1999,44648
03,0191,2000,47861
03,0191,2001,51928
03,0191,2002,54616
03,0191,2003,58335
03,0191,2004,61378
03,0191,2005,60821
03,0191,2006,62001
03,0191,2007,63147
03,0191,2008,56985
03,0191,2009,58578
03,0191,2010,59784
03,0191,2011,61224
03,0191,2012,62897
03,0191,2013,65423
03,0191,2014,70332
03,0191,2015,76809
03,0191,2016,80453
03,0191,2017,82348
03,0191,2018,89362
03,0191,2019,89215
03,0191,2020,75323
03,0191,2021,89884
03,0191,2022,89105
03,0191,2023,90376
03,0191,2024,98123
03,0191,2025,92396
03,0192,1993,34500
03,0192,1994,33500
03,0192,1995,28500
03,0192,1996,35000
03,0192,1997,41500
03,0192,1998,41000
03,0192,1999,39000
03,0192,2000,38500
03,0192,2001,38500
03,0192,2002,47000
03,0192,2003,47500
03,0192,2004,52000
03,0192,2005,53000
03,0192,2006,52000
03,0192,2007,50500
03,0192,2008,50500
03,0192,2009,46500
03,0192,2010,48500
03,0192,2011,48500
03,0192,2012,47000
03,0192,2013,48000
03,0192,2014,48000
03,0192,2015,49500
03,0192,2016,50000
03,0192,2017,47000
03,0192,2018,47000
03,0192,2019,53500
03,0192,2020,41000
03,0192,2021,52000
03,0192,2022,55000
03,0192,2023,57000
03,0192,2024,56500
03,0192,2025,60000
03,0193,1993,14500
03,0193,1994,15500
03,0193,1995,17000
03,0193,1996,16500
03,0193,1997,15500
03,0193,1998,16500
03,0193,1999,16900
03,0193,2000,19000
03,0193,2001,21500
03,0193,2002,21500
03,0193,2003,22500
03,0193,2004,24000
03,0193,2005,25000
03,0193,2006,24000
03,0193,2007,22000
03,0193,2008,18900
03,0193,2009,18600
03,0193,2010,17400
03,0193,2011,17200
03,0193,2012,17000
03,0193,2013,16300
03,0193,2014,16500
03,0193,2015,22000
03,0193,2016,23500
03,0193,2017,22000
03,0193,2018,24500
03,0193,2019,24500
03,0193,2020,22500
03,0193,2021,26000
03,0193,2022,26000
03,0193,2023,28000
03,0193,2024,29000
03,0193,2025,27500
03,0194,1994,9300
03,0194,1995,9300
03,0194,1996,9500
03,0194,1997,9900
03,0194,1998,9700
03,0194,1999,10400
03,0194,2000,10100
03,0194,2001,11700
03,0194,2002,11600
03,0194,2003,10400
03,0194,2004,12100
03,0194,2005,11000
03,0194,2006,11200
03,0194,2007,12100
03,0194,2008,10700
03,0194,2009,10700
03,0194,2010,10700
03,0194,2011,10700
03,0194,2012,9800
03,0194,2013,10300
03,0194,2014,10500
03,0194,2015,10900
03,0194,2016,15200
03,0194,2017,15700
03,0194,2018,18100
03,0194,2019,20000
03,0194,2020,16400
03,0194,2021,22500
03,0194,2022,21000
03,0194,2023,24500
03,0194,2024,25500
03,0194,2025,25500
03,0195,1994,17400
03,0195,1995,18000
03,0195,1996,18600
03,0195,1997,16900
03,0195,1998,21000
03,0195,1999,23500
03,0195,2000,26500
03,0195,2001,32500
03,0195,2002,30500
03,0195,2003,30000
03,0195,2004,32000
03,0195,2005,32000
03,0195,2006,32000
03,0195,2007,30500
03,0195,2008,29500
03,0195,2009,28500
03,0195,2010,26000
03,0195,2011,26000
03,0195,2012,23000
03,0195,2013,23000
03,0195,2014,23500
03,0195,2015,27000
03,0195,2016,27000
03,0195,2017,28000
03,0195,2018,25000
03,0195,2019,29000
03,0195,2020,21000
03,0195,2021,28000
03,0195,2022,26000
03,0195,2023,28000
03,0195,2024,29000
03,0195,2025,30000
03,0200,1999,8000
03,0200,2000,9400
03,0200,2001,8800
03,0200,2002,9700
03,0200,2003,9200
03,0200,2004,10000
03,0200,2005,11000
03,0200,2006,12200
03,0200,2007,12300
03,0200,2008,10400
03,0200,2009,11000
03,0200,2010,11100
03,0200,2011,11300
03,0200,2012,10400
03,0200,2013,10700
03,0200,2014,11100
03,0200,2015,11500
03,0200,2016,12800
03,0200,2017,14200
03,0200,2018,13300
03,0200,2019,13700
03,0200,2020,12700
03,0200,2021,17300
03,0200,2022,16300
03,0200,2023,17900
03,0200,2024,18900
03,0200,2025,22000
03,0201,2018,300
03,0201,2019,300
03,0201,2020,300
03,0201,2021,300
03,0201,2022,300
03,0201,2023,300
03,0201,2024,300
03,0201,2025,300
03,0205,1999,8700
03,0205,2000,8400
03,0205,2001,7800
03,0205,2002,8300
03,0205,2003,8600
03,0205,2004,8500
03,0205,2005,8800
03,0205,2006,8200
03,0205,2007,8300
03,0205,2008,6400
03,0205,2009,5900
03,0205,2010,5200
03,0205,2011,5200
03,0205,2012,5300
03,0205,2013,4400
03,0205,2014,4600
03,0205,2015,5600
03,0205,2016,6000
03,0205,2017,7500
03,0205,2018,7400
03,0205,2019,7500
03,0205,2020,6900
03,0205,2021,8300
03,0205,2022,7800
03,0205,2023,8800
03,0205,2024,9300
03,0205,2025,9900
03,0210,1999,13100
03,0210,2000,16200
03,0210,2001,15100
03,0210,2002,15700
03,0210,2003,15800
03,0211,1999,15000
03,0211,2000,15600
03,0211,2001,17700
03,0211,2002,16300
03,0211,2003,17700
03,0270,1994,2280
03,0270,1995,2887
03,0270,1996,2914
03,0270,1997,2845
03,0270,1998,2875
03,0270,1999,3056
03,0270,2000,3019
03,0270,2001,3025
03,0270,2002,3056
03,0270,2003,2915
03,0270,2004,2951
03,0270,2005,2828
03,0270,2006,2865
03,0270,2007,2876
03,0270,2008,2505
03,0270,2009,2995
03,0270,2010,2699
03,0270,2011,2659
03,0270,2012,2477
03,0270,2013,2500
03,0270,2014,2662
03,0270,2015,2891
03,0270,2016,3026
03,0270,2017,2903
03,0270,2018,2875
03,0270,2019,3137
03,0270,2020,2831
03,0270,2021,3293
03,0270,2022,3515
03,0270,2023,3638
03,0270,2024,3673
03,0270,2025,3667
03,0271,2018,400
03,0271,2019,1850
03,0271,2020,1850
03,0271,2021,2400
03,0271,2022,2400
03,0271,2023,2600
03,0271,2024,2800
03,0271,2025,3200
03,0272,2018,200
03,0272,2019,300
03,0272,2020,300
03,0272,2021,190
03,0272,2022,190
03,0272,2023,200
03,0272,2024,210
03,0272,2025,230
03,0273,2021,3300
03,0273,2022,3300
03,0273,2023,3500
03,0273,2024,3700
03,0273,2025,3700
03,0351,2000,15681
03,0351,2001,17021
03,0351,2002,18351
03,0351,2003,19230
03,0351,2004,20461
03,0351,2005,21563
03,0351,2006,22029
03,0351,2007,21141
03,0351,2008,19033
03,0351,2009,19114
03,0351,2010,19484
03,0351,2011,19204
03,0351,2012,19444
03,0351,2013,20221
03,0351,2014,21320
03,0351,2015,23127
03,0351,2016,24597
03,0351,2017,24968
03,0351,2018,24970
03,0351,2019,26404
03,0351,2020,20830
03,0351,2021,26851
03,0351,2022,28521
03,0351,2023,29848
03,0351,2024,30214
03,0351,2025,31302
03,2000,1985,8309
03,2000,1986,7592
03,2000,1987,8376
03,2000,1988,8698
03,2000,1989,8194
03,2000,1990,13707
03,2000,1991,14156
03,2000,1992,16100
03,2000,1993,19400
03,2000,1994,19500
03,2000,1995,18300
03,2000,1996,16700
03,2000,1997,23500
03,2000,1998,24500
03,2000,1999,27000
03,2000,2000,28500
03,2000,2001,31000
03,2000,2002,32000
03,2000,2003,35500
03,2000,2004,41000
03,2000,2005,37000
03,2000,2006,28500
03,2000,2007,33500
03,2000,2008,32500
03,2000,2009,34000
03,2000,2010,32500
03,2000,2011,31500
03,2000,2012,31000
03,2000,2013,34500
03,2000,2014,36500
03,2000,2015,40500
03,2000,2016,39500
03,2000,2017,43500
03,2000,2018,41500
03,2000,2019,45000
03,2000,2020,39000
03,2000,2021,45500
03,2000,2022,49000
03,2000,2023,49500
03,2000,2024,52500
03,2000,2025,47500
03,2001,1985,12666
03,2001,1986,13096
03,2001,1987,15901
03,2001,1988,15832
03,2001,1989,14237
03,2001,1990,23250
03,2001,1991,24007
03,2001,1992,28000
03,2001,1993,30000
03,2001,1994,28500
03,2001,1995,31500
03,2001,1996,32000
03,2001,1997,36500
03,2002,1983,9928
03,2002,1984,10714
03,2002,1985,14202
03,2002,1986,15146
03,2002,1987,16588
03,2002,1990,27367
03,2002,1991,28715
03,2002,1992,31000
03,2002,1993,35000
03,2002,1994,38000
03,2002,1995,39000
03,2002,1996,34000
03,2002,1997,49500
03,2002,1998,56000
03,2002,1999,58000
03,2002,2000,64500
03,2002,2001,67000
03,2002,2002,65500
03,2002,2003,75000
03,2002,2004,85000
03,2002,2005,78500
03,2002,2006,83000
03,2002,2007,80000
03,2002,2008,78000
03,2002,2009,77000
03,2002,2010,75500
03,2002,2011,74500
03,2002,2012,74000
03,2002,2013,87000
03,2002,2014,90500
03,2003,2007,38000
03,2003,2008,37000
03,2003,2009,32500
03,2003,2010,55000
03,2003,2011,55000
03,2003,2012,55000
03,2003,2013,58000
03,2003,2014,64000
03,2003,2015,70000
03,2003,2016,72500
03,2003,2017,79000
03,2003,2018,76500
03,2003,2019,79000
03,2003,2020,70000
03,2003,2021,83000
03,2003,2022,85500
03,2003,2023,83000
03,2003,2024,57000
03,2003,2025,85500
03,2354,2015,5600
03,2354,2016,5800
03,2354,2017,6000
03,2354,2018,5300
03,2354,2019,5400
03,2354,2020,5300
03,2354,2021,5500
03,2354,2022,5700
03,2354,2023,6600
03,2354,2024,6800
03,2354,2025,6800
03,4010,2008,35500
03,4010,2009,34500
03,4010,2010,33500
03,4010,2011,33500
03,4010,2012,33500
03,4010,2013,33500
03,4010,2014,34500
03,4010,2015,37000
03,4010,2016,39000
03,4010,2017,40000
03,4010,2018,34500
03,4010,2019,35500
03,4010,2020,34500
03,4010,2021,35500
03,4010,2022,36500
03,4010,2023,35000
03,4010,2024,36000
03,4010,2025,36000
03,4030,2008,12600
03,4030,2009,12400
03,4030,2010,12200
03,4030,2011,10000
03,4030,2012,9800
03,4030,2013,9800
03,4030,2014,12400
03,4030,2015,12800
03,4030,2016,13400
03,4030,2017,14000
03,4030,2018,9300
03,4030,2019,14200
03,4030,2020,14000
03,4030,2021,14600
03,4030,2022,15000
03,4030,2023,12500
03,4030,2024,12900
03,4030,2025,12900
03,4034,2008,2500
03,4034,2009,2500
03,4034,2010,2500
03,4034,2011,1300
03,4034,2012,1300
03,4034,2013,1300
03,4034,2014,2000
03,4034,2015,2000
03,4034,2016,2000
03,4034,2017,2000
03,4034,2018,1450
03,4034,2019,2100
03,4034,2020,2100
03,4034,2021,2100
03,4034,2022,2100
03,4034,2023,2000
03,4034,2024,2000
03,4034,2025,2000
03,4100,2011,10400
03,4100,2012,10200
03,4100,2013,10200
03,4100,2014,9100
03,4100,2015,9500
03,4100,2016,9500
