date,north_plain,north_weighted,naples,gap_plain,gap_weighted
2000-03-09,53.583333333333336,52.53769599585331,71.1,17.51666666666666,18.562304004146682
2000-03-10,45.09166666666667,43.634015809252304,71.9,26.808333333333337,28.2659841907477
2000-03-11,39.391666666666666,37.644434365686145,72.5,33.108333333333334,34.855565634313855
2000-03-12,40.225,39.60691978748218,71.5,31.275,31.893080212517823
2000-03-13,39.208333333333336,37.94741479849683,70.6,31.39166666666666,32.652585201503165
2000-03-14,43.86666666666667,42.385719839315804,71.1,27.233333333333327,28.71428016068419
2000-03-15,49.15833333333333,48.44825709472593,73.5,24.34166666666667,25.051742905274068
2000-03-16,47.958333333333336,47.082013735907736,74.8,26.84166666666666,27.71798626409226
2000-03-17,37.791666666666664,36.20955034339769,75.2,37.40833333333334,38.990449656602316
2000-03-18,35.325,32.488039393546714,73.2,37.875,40.71196060645329
2000-03-19,38.483333333333334,36.34054684462874,71.7,33.21666666666667,35.35945315537126
2000-03-20,42.28333333333333,40.912245691330824,74.1,31.816666666666663,33.18775430866917
2000-03-21,43.608333333333334,42.44308669171958,74.3,30.691666666666663,31.85691330828042
2000-03-22,46.791666666666664,45.20063496177271,74.3,27.508333333333333,29.09936503822729
2000-03-23,49.84166666666667,48.06612673318647,72.5,22.65833333333333,24.433873266813528
2000-03-24,53.925,52.87596216146171,71.8,17.875,18.92403783853829
2000-03-25,54.34166666666667,53.196864066347025,72,17.65833333333333,18.803135933652975
2000-03-26,53.391666666666666,52.663716470130886,71.3,17.90833333333333,18.63628352986911
2000-03-27,49.85,48.59560710120513,72.9,23.050000000000004,24.304392898794873
2000-03-28,48.40833333333333,47.42819748606971,73.3,24.891666666666666,25.871802513930284
2000-03-29,47.266666666666666,45.62012440067384,74.3,27.03333333333333,28.67987559932616
2000-03-30,46.475,44.945043410651806,76.7,30.225,31.754956589348197
2000-03-31,47.2,45.54438253207205,77,29.799999999999997,31.45561746792795
2000-04-01,50.891666666666666,49.45880523519502,77.7,26.808333333333337,28.24119476480498
2000-04-02,53.108333333333334,52.186393676299076,75.7,22.59166666666667,23.513606323700927
2000-04-03,55.4,54.8278216923675,74.6,19.199999999999996,19.772178307632494
2000-04-04,51.93333333333333,51.67054554878839,74.6,22.666666666666664,22.929454451211605
2000-04-05,45.975,44.84144097447195,67.3,21.324999999999996,22.458559025528047
2000-04-06,51.80833333333334,50.69309317092134,68.5,16.691666666666663,17.806906829078663
2000-04-07,50.74166666666667,49.12310483348451,71.9,21.15833333333334,22.776895166515494
2000-04-08,51.25,50.613658157315015,73.1,21.849999999999994,22.48634184268498
2000-04-09,43.05833333333334,41.89691589996112,69.2,26.141666666666666,27.30308410003888
2000-04-10,43.86666666666667,41.31751976156537,69.6,25.733333333333327,28.282480238434623
2000-04-11,44.94166666666666,41.89066994946222,73.6,28.65833333333333,31.709330050537773
2000-04-12,45.00833333333333,42.90736037320202,74.5,29.491666666666667,31.592639626797983
2000-04-13,45.516666666666666,43.799274329402614,74.6,29.08333333333333,30.80072567059738
2000-04-14,49.55,48.7206816120254,70.9,21.35000000000001,22.179318387974604
2000-04-15,54.03333333333333,54.060360243617986,72.7,18.66666666666667,18.639639756382017
2000-04-16,56.63333333333333,55.72988207852792,73.8,17.166666666666664,18.070117921472075
2000-04-17,49.00833333333333,46.971919139562004,73.4,24.391666666666673,26.428080860438
2000-04-18,46.96666666666667,44.88927044188156,74,27.03333333333333,29.110729558118443
2000-04-19,51.80833333333334,49.63441751976156,72.5,20.691666666666663,22.865582480238437
2000-04-20,54.3,53.16737073992484,73.9,19.60000000000001,20.732629260075164
2000-04-21,49.71666666666667,47.4875599326163,73.6,23.883333333333326,26.112440067383694
2000-04-22,50.1,48.54665025268887,73.8,23.699999999999996,25.253349747311127
2000-04-23,50.65,48.25486588052352,69.3,18.65,21.04513411947648
2000-04-24,53.9,51.88092523001166,76.4,22.500000000000007,24.519074769988343
2000-04-25,52.3,49.76643773487106,77.1,24.799999999999997,27.333562265128933
2000-04-26,50.18333333333334,47.1729687702475,71.7,21.516666666666666,24.527031229752502
2000-04-27,51.18333333333334,48.64964364390307,71.2,20.016666666666666,22.550356356096934
2000-04-28,52.81666666666666,51.04442140728262,71.6,18.78333333333333,20.555578592717374
2000-04-29,54.391666666666666,52.06762990799534,73.8,19.40833333333333,21.732370092004658
2000-04-30,56.28333333333334,54.23779966308151,75.2,18.916666666666664,20.962200336918492
2000-05-01,57.325,55.525048594013214,75.1,17.77499999999999,19.57495140598678
2000-05-02,58,56.621199948166385,76.3,18.299999999999997,19.678800051833612
2000-05-03,59.15833333333333,57.75763897887781,75.7,16.54166666666667,17.942361021122196
2000-05-04,62.525,61.400920046650256,76.1,13.574999999999996,14.699079953349738
2000-05-05,68.65833333333333,68.12602047427757,76.1,7.441666666666663,7.973979525722427
2000-05-06,70.29166666666667,69.68816897758195,75.7,5.408333333333331,6.0118310224180505
2000-05-07,72.225,72.14768692497084,76.1,3.875,3.952313075029153
2000-05-08,72.44166666666666,72.93393805883115,75.5,3.058333333333337,2.5660619411688543
2000-05-09,70.79166666666667,70.13882337695996,77.7,6.908333333333331,7.561176623040041
2000-05-10,61.8,59.66208371128677,77.8,16,18.137916288713228
2000-05-11,62.475,61.6970066087858,78.2,15.725000000000001,16.502993391214204
2000-05-12,66.3,64.77828171569263,79.5,13.200000000000003,14.721718284307372
2000-05-13,62.416666666666664,60.51193468964623,80.2,17.78333333333334,19.68806531035377
2000-05-14,58.75,58.246274458986655,79,20.25,20.753725541013345
2000-05-15,57.266666666666666,56.20007775042115,79.5,22.233333333333334,23.29992224957885
2000-05-16,58,57.16869249708436,79.7,21.700000000000003,22.531307502915645
2000-05-17,61.90833333333333,61.05515096540106,80.5,18.59166666666667,19.44484903459894
2000-05-18,65.39166666666667,64.1884022288454,80.2,14.808333333333337,16.011597771154598
2000-05-19,58.36666666666667,55.183387326681355,79.1,20.733333333333327,23.91661267331864
2000-05-20,55.19166666666667,52.60358947777634,78.6,23.408333333333324,25.996410522223655
2000-05-21,58.358333333333334,55.984955293507845,78.7,20.34166666666667,22.715044706492158
2000-05-22,60.36666666666667,58.455500842296225,79.8,19.43333333333333,21.344499157703773
2000-05-23,62.125,60.80754179085137,79.2,17.075000000000003,18.392458209148636
2000-05-24,65.49166666666667,64.45206686536218,80.5,15.008333333333326,16.047933134637816
2000-05-25,64.50833333333334,63.652015031748086,81.8,17.291666666666657,18.14798496825191
2000-05-26,64.15833333333333,62.92710898017364,82.1,17.941666666666663,19.172891019826352
2000-05-27,61.75,60.7971621096281,82.8,21.049999999999997,22.0028378903719
2000-05-28,60.35,58.93141117014384,81.5,21.15,22.56858882985616
2000-05-29,60.63333333333333,58.64977322793832,82,21.366666666666667,23.35022677206168
2000-05-30,60.925,59.59860049241933,81.6,20.674999999999997,22.001399507580665
2000-05-31,64,63.01784372165349,80,16,16.98215627834651
2000-06-01,70.09166666666667,70.16939225087471,81.7,11.608333333333334,11.530607749125295
2000-06-02,71.54166666666667,71.24618375016198,82,10.458333333333329,10.753816249838025
2000-06-03,64.7,63.68984061163665,82,17.299999999999997,18.310159388363353
2000-06-04,62.7,61.731838797460156,82,19.299999999999997,20.268161202539844
2000-06-05,60.74166666666667,59.24516003628353,81.6,20.858333333333327,22.354839963716465
2000-06-06,58.875,57.265660230659584,82.6,23.724999999999994,25.33433976934041
2000-06-07,62.525,61.01834909939095,82.7,20.175000000000004,21.68165090060905
2000-06-08,67.675,67.27224309965013,77.5,9.825000000000003,10.227756900349874
2000-06-09,72.85833333333333,73.00259168070494,77.5,4.641666666666666,4.497408319295062
2000-06-10,75.76666666666667,76.06936633406765,78.9,3.13333333333334,2.8306336659323534
2000-06-11,74.70833333333333,74.24466761694958,76.2,1.4916666666666742,1.9553323830504183
2000-06-12,68.85,67.04920305818324,78.9,10.050000000000011,11.850796941816768
2000-06-13,66.925,64.75521575741868,80.8,13.875,16.044784242581315
2000-06-14,67.18333333333334,65.05415316832966,81.4,14.216666666666669,16.345846831670343
2000-06-15,68.93333333333334,67.45334974731114,81.1,12.166666666666657,13.646650252688858
2000-06-16,72.56666666666666,72.77372035765194,81.3,8.733333333333334,8.526279642348058
2000-06-17,71.675,71.6320202151095,82.4,10.725000000000009,10.7679797848905
2000-06-18,67.975,67.14964364390308,82.4,14.425000000000011,15.25035635609693
2000-06-19,67.24166666666666,66.48638071789556,80.4,13.158333333333346,13.913619282104449
2000-06-20,70.075,69.4557470519632,80.3,10.224999999999994,10.844252948036797
2000-06-21,72.05833333333334,71.58854477128419,79.9,7.841666666666669,8.311455228715815
2000-06-22,72.525,72.14521186989762,80.1,7.574999999999989,7.954788130102372
2000-06-23,71.725,71.59572372683687,81.1,9.375,9.504276273163129
2000-06-24,72.68333333333334,71.9255669301542,81.4,8.716666666666669,9.474433069845801
2000-06-25,75.15833333333333,74.7926007515874,79.1,3.941666666666663,4.307399248412594
2000-06-26,75.31666666666666,75.01297136192821,79.2,3.88333333333334,4.187028638071794
2000-06-27,73.21666666666667,72.80834521186989,78.1,4.883333333333326,5.291654788130103
2000-06-28,70.14166666666667,69.30339510172345,80.5,10.358333333333334,11.196604898276547
2000-06-29,68.975,67.91626279642348,81.1,12.125,13.183737203576513
2000-06-30,69.19166666666666,68.20562394712972,81.7,12.50833333333334,13.49437605287028
2000-07-01,71.225,70.3012051315278,80.1,8.875,9.7987948684722
2000-07-02,73.30833333333334,72.98012180899313,79.3,5.99166666666666,6.319878191006865
2000-07-03,73.1,72.83617986264093,78,4.900000000000006,5.1638201373590675
2000-07-04,73.74166666666667,73.50211221977453,78.6,4.85833333333332,5.097887780225463
2000-07-05,74.38333333333334,74.06943112608528,79.2,4.816666666666663,5.130568873914726
2000-07-06,70.76666666666667,70.00063496177272,79.8,9.033333333333331,9.799365038227279
2000-07-07,69.19166666666666,68.11587404431774,81.4,12.208333333333343,13.28412595568227
2000-07-08,69.8,68.75706880912273,82.1,12.299999999999997,13.342931190877266
2000-07-09,73.23333333333333,72.56871841389142,80.5,7.266666666666666,7.931281586108582
2000-07-10,75.75,75.33220163275884,79.7,3.950000000000003,4.367798367241164
2000-07-11,73.175,72.66994946222626,80.1,6.924999999999997,7.430050537773738
2000-07-12,72.3,71.61514837372036,81.5,9.200000000000003,9.88485162627964
2000-07-13,74.03333333333333,73.63059479072179,82.2,8.166666666666671,8.569405209278216
2000-07-14,73.53333333333333,72.844356615265,82.8,9.266666666666666,9.955643384734998
2000-07-15,70.30833333333334,69.09057924063755,83.1,12.791666666666657,14.009420759362442
2000-07-16,71.41666666666667,70.5173772191266,82.2,10.783333333333331,11.682622780873402
2000-07-17,72.41666666666667,71.64916418297265,83.5,11.083333333333329,11.850835817027345
2000-07-18,72.70833333333333,71.9066087857976,83.3,10.591666666666669,11.393391214202396
2000-07-19,68,66.30717895555267,83,15,16.692821044447328
2000-07-20,68.9,67.08555138006997,82.6,13.699999999999989,15.514448619930022
2000-07-21,70.20833333333333,69.02300116625632,82.7,12.491666666666674,13.676998833743681
2000-07-22,70.33333333333333,69.2041466891279,82.1,11.766666666666666,12.895853310872099
2000-07-23,70,68.57374627445898,81.5,11.5,12.926253725541017
2000-07-24,70.00833333333333,68.94122068161202,80.6,10.591666666666669,11.658779318387971
2000-07-25,70.73333333333333,69.67226901645718,81.5,10.766666666666666,11.827730983542821
2000-07-26,69.45,68.20520927821693,80.7,11.25,12.494790721783076
2000-07-27,71.03333333333333,69.5546974212777,79.4,8.366666666666674,9.845302578722311
2000-07-28,71.725,70.19643643903072,81.2,9.475000000000009,11.003563560969283
2000-07-29,71.75833333333333,70.49003498768951,79.1,7.341666666666669,8.609965012310482
2000-07-30,72.11666666666666,70.54411040559803,79.3,7.183333333333337,8.755889594401964
2000-07-31,72.31666666666666,70.37202280679021,80.9,8.583333333333343,10.527977193209793
2000-08-01,73.40833333333333,71.909187508099,80.4,6.991666666666674,8.49081249190101
2000-08-02,75.13333333333334,74.3020474277569,79.7,4.566666666666663,5.397952572243099
2000-08-03,74.05,73.25485292212,79.9,5.8500000000000085,6.6451470778800115
2000-08-04,72.25,71.08301153297913,81.3,9.049999999999997,10.216988467020869
2000-08-05,71.525,70.07676558248023,81,9.474999999999994,10.923234417519765
2000-08-06,72.61666666666666,71.63687961643126,81.4,8.783333333333346,9.763120383568747
2000-08-07,77.01666666666667,76.48578463133343,83.5,6.483333333333334,7.014215368666569
2000-08-08,76.84166666666667,76.75161332123884,82.7,5.858333333333334,5.9483866787611674
2000-08-09,77.60833333333333,77.50266943112608,81.7,4.091666666666669,4.197330568873923
2000-08-10,75.78333333333333,74.92668135285732,82.3,6.516666666666666,7.373318647142682
2000-08-11,74.21666666666667,72.59923545419204,82.8,8.583333333333329,10.200764545807957
2000-08-12,71.69166666666666,69.74836076195412,81.6,9.908333333333331,11.851639238045877
2000-08-13,70.64166666666667,69.2655047298173,81.6,10.958333333333329,12.3344952701827
2000-08-14,71.48333333333333,70.0460930413373,83.1,11.61666666666666,13.053906958662694
2000-08-15,74.24166666666666,73.25859790073862,82.2,7.958333333333343,8.941402099261381
2000-08-16,72.95833333333333,71.74093559673449,82.4,9.441666666666677,10.659064403265518
2000-08-17,68.75833333333334,67.5638330957626,82.1,13.341666666666654,14.53616690423739
2000-08-18,67.8,66.04429182324738,81.8,14,15.75570817675262
2000-08-19,67.8,66.17681741609434,81,13.200000000000003,14.823182583905663
2000-08-20,66.6,65.20809900220293,80.9,14.300000000000011,15.691900997797077
2000-08-21,66.7,65.38745626538811,81.6,14.899999999999991,16.212543734611884
2000-08-22,69.75833333333333,68.99559414280161,81.7,11.941666666666677,12.704405857198395
2000-08-23,71.01666666666667,69.91919139562006,81.8,10.783333333333331,11.880808604379936
2000-08-24,72.63333333333333,71.68483866787612,81.4,8.76666666666668,9.715161332123884
2000-08-25,72.475,71.10593494881431,81.6,9.125,10.494065051185686
2000-08-26,72.56666666666666,71.38172865103019,79.7,7.13333333333334,8.318271348969816
2000-08-27,72.49166666666666,71.83431385253337,77,4.50833333333334,5.16568614746663
2000-08-28,71.65833333333333,70.99301542050019,77.5,5.841666666666669,6.5069845794998145
2000-08-29,71.5,71.02069457042892,81.1,9.599999999999994,10.079305429571079
2000-08-30,73.36666666666666,72.76979396138395,78.5,5.13333333333334,5.730206038616046
2000-08-31,75.575,75.34374757029933,80.2,4.625,4.856252429700675
2000-09-01,75.5,75.78202669431127,82.5,7,6.71797330568873
2000-09-02,75.04166666666667,74.89619022936374,82,6.958333333333329,7.103809770636261
2000-09-03,74.375,73.91570558507192,81.5,7.125,7.584294414928081
2000-09-04,71.43333333333334,70.31461707917585,81.6,10.166666666666657,11.285382920824148
2000-09-05,63.541666666666664,61.30290268238953,81.6,18.05833333333333,20.297097317610465
2000-09-06,63.15833333333333,61.26518076972917,79.8,16.641666666666666,18.534819230270827
2000-09-07,66.08333333333333,64.93729428534404,80.1,14.016666666666666,15.162705714655957
2000-09-08,68.75,68.21102760139951,80.2,11.450000000000003,11.988972398600495
2000-09-09,72.525,72.1357522353246,79.4,6.875,7.264247764675403
2000-09-10,71.98333333333333,71.35218349099391,79.5,7.516666666666666,8.147816509006091
2000-09-11,72.2,71.40209926137099,79.3,7.099999999999994,7.897900738629005
2000-09-12,71.80833333333334,70.65227419981858,80.5,8.691666666666663,9.847725800181422
2000-09-13,70.03333333333333,69.17348710638849,81.7,11.666666666666671,12.52651289361151
2000-09-14,67.09166666666667,66.23474147984969,81,13.908333333333331,14.765258520150311
2000-09-15,64.79166666666667,63.54106518076973,78.6,13.808333333333323,15.058934819230267
2000-09-16,60.9,59.19127899442789,78.6,17.699999999999996,19.408721005572104
2000-09-17,62.9,61.565971232344175,77.2,14.300000000000004,15.634028767655828
2000-09-18,67.46666666666667,66.73590773616691,79.3,11.833333333333329,12.56409226383309
2000-09-19,67.76666666666667,67.59527018271349,79.7,11.933333333333337,12.104729817286511
2000-09-20,68.15,67.18270053129454,80.7,12.549999999999997,13.51729946870546
2000-09-21,64.16666666666667,63.79009977970714,81.1,16.933333333333323,17.309900220292853
2000-09-22,60.766666666666666,59.87764675391992,81.7,20.933333333333337,21.822353246080084
2000-09-23,63.86666666666667,62.766670986134514,82.1,18.233333333333327,19.33332901386548
2000-09-24,63.516666666666666,62.86940520927822,81.9,18.38333333333334,19.030594790721786
2000-09-25,55.90833333333333,55.432979136970324,81.8,25.891666666666666,26.367020863029673
2000-09-26,54.36666666666667,53.420137359077366,80.9,26.53333333333334,27.47986264092264
2000-09-27,57.36666666666667,56.743384735000646,80.5,23.133333333333333,23.756615264999354
2000-09-28,57.375,56.3532849552935,78.3,20.924999999999997,21.946715044706494
2000-09-29,55.525,53.78095114681871,77.9,22.375000000000007,24.119048853181297
2000-09-30,59.041666666666664,57.64571724763509,78.4,19.35833333333334,20.754282752364915
2000-10-01,62.358333333333334,61.38816897758196,79.3,16.941666666666663,17.911831022418035
2000-10-02,63.725,62.71141635350525,77.6,13.874999999999993,14.888583646494745
2000-10-03,65.43333333333334,64.65086173383439,76.1,10.666666666666657,11.449138266165605
2000-10-04,63.725,62.80492419333938,79.2,15.475000000000001,16.39507580666062
2000-10-05,59.30833333333334,58.000479460930414,80.5,21.191666666666663,22.499520539069586
2000-10-06,58.25,57.4700272126474,80.9,22.650000000000006,23.429972787352604
2000-10-07,50.33333333333333,49.769729169366336,81.1,30.766666666666666,31.33027083063366
2000-10-08,45.91666666666667,45.38333549306726,79.2,33.28333333333333,33.816664506932746
2000-10-09,44.9,43.676597123234416,70.9,26.000000000000007,27.22340287676559
2000-10-10,46.708333333333336,45.14062459504989,69.6,22.89166666666666,24.4593754049501
2000-10-11,53.15,52.49887261889335,71.7,18.550000000000004,19.20112738110665
2000-10-12,56.641666666666666,55.80760658286899,73.3,16.65833333333333,17.492393417131005
2000-10-13,60.50833333333333,59.9960088117144,73.9,13.391666666666673,13.903991188285609
2000-10-14,62.766666666666666,62.930167163405464,73.6,10.833333333333329,10.66983283659453
2000-10-15,62.53333333333333,62.410379681223276,72.7,10.166666666666671,10.289620318776727
2000-10-16,57.983333333333334,56.40515744460282,72.2,14.216666666666669,15.794842555397182
2000-10-17,56.36666666666667,54.53323830504082,70.2,13.833333333333336,15.666761694959185
2000-10-18,57.34166666666667,56.15960865621355,70.5,13.158333333333331,14.34039134378645
2000-10-19,57.975,56.77768562913049,74.1,16.124999999999993,17.322314370869506
2000-10-20,58.275,57.11578333549307,74.9,16.625000000000007,17.784216664506936
2000-10-21,59.80833333333334,59.23168329661786,74.7,14.891666666666666,15.468316703382143
2000-10-22,57.375,55.990268238952964,75.3,17.924999999999997,19.309731761047033
2000-10-23,55.891666666666666,54.46148762472463,74.3,18.40833333333333,19.838512375275364
2000-10-24,58.30833333333333,57.13698328365945,74.2,15.891666666666673,17.063016716340556
2000-10-25,60.44166666666666,59.57618245432163,73.9,13.458333333333343,14.323817545678374
2000-10-26,60.525,60.253518206556954,74.1,13.574999999999996,13.84648179344304
2000-10-27,59.43333333333334,59.01409874303486,73.5,14.066666666666663,14.485901256965143
2000-10-28,53.45,52.09525722430996,72.4,18.950000000000003,20.304742775690045
2000-10-29,46.28333333333333,43.65713360114034,72.2,25.91666666666667,28.542866398859665
2000-10-30,47.68333333333333,45.24946222625372,73.5,25.81666666666667,28.25053777374628
2000-10-31,50.583333333333336,49.22639626797978,73.3,22.71666666666666,24.073603732020217
2000-11-01,52.375,51.38946481793443,72.1,19.724999999999994,20.710535182065563
2000-11-02,53.9,53.23483218867435,71.5,17.6,18.265167811325647
2000-11-03,53.50833333333333,52.343410651807694,71.1,17.59166666666666,18.7565893481923
2000-11-04,52.416666666666664,51.43822729039782,71.5,19.083333333333336,20.06177270960218
2000-11-05,48.775,47.421705325903844,71.9,23.125000000000007,24.478294674096162
2000-11-06,47.44166666666667,46.33322534663729,72.3,24.858333333333327,25.966774653362705
2000-11-07,48.641666666666666,48.158636775949205,74.7,26.058333333333337,26.541363224050798
2000-11-08,48.525,47.9979525722431,75.4,26.875000000000007,27.402047427756905
2000-11-09,50.2,49.521083322534665,75,24.799999999999997,25.478916677465335
2000-11-10,48.24166666666667,48.195231307502915,76.1,27.858333333333327,27.90476869249708
2000-11-11,46.45,46.3875599326163,72,25.549999999999997,25.6124400673837
2000-11-12,45.825,45.94579499805624,70.5,24.674999999999997,24.554205001943757
2000-11-13,43.45,43.16761694959181,72.2,28.75,29.032383050408193
2000-11-14,42.016666666666666,42.45656343138525,74.1,32.08333333333333,31.643436568614746
2000-11-15,38.3,38.110237138784505,68,29.700000000000003,29.889762861215495
2000-11-16,40.34166666666667,39.69612543734612,70.1,29.758333333333326,30.403874562653876
2000-11-17,39.80833333333334,39.71509654010626,74.5,34.69166666666666,34.78490345989374
2000-11-18,35.3,34.870221588700275,74.5,39.2,39.629778411299725
2000-11-19,36.11666666666667,35.10927821692368,74.5,38.38333333333333,39.39072178307632
2000-11-20,34.55833333333334,33.20852662951925,70.5,35.94166666666666,37.29147337048075
2000-11-21,31.316666666666666,29.970403006349617,61.7,30.383333333333336,31.729596993650386
2000-11-22,30.308333333333334,28.787637683037453,59.2,28.89166666666667,30.41236231696255
2000-11-23,31.275,29.306375534534144,64.2,32.925000000000004,34.89362446546586
2000-11-24,32.69166666666667,30.562679797848908,70.5,37.80833333333333,39.93732020215109
2000-11-25,36.075,34.152572243099655,74.8,38.724999999999994,40.64742775690034
2000-11-26,43.516666666666666,42.569197874821825,73.3,29.78333333333333,30.730802125178172
2000-11-27,42.708333333333336,41.50851367111572,68.4,25.69166666666667,26.891486328884284
2000-11-28,42.46666666666667,40.85937540495011,64.9,22.433333333333337,24.0406245950499
2000-11-29,40.4,38.9928080860438,69.2,28.800000000000004,30.2071919139562
2000-11-30,38.416666666666664,37.28969806919788,69,30.583333333333336,31.710301930802117
2000-12-01,36.69166666666666,35.10298043281068,68.4,31.708333333333343,33.297019567189324
2000-12-02,31.65,30.43072437475703,69.9,38.25000000000001,39.46927562524297
2000-12-03,30.05,28.543851237527537,67.2,37.150000000000006,38.65614876247247
2000-12-04,33.3,31.86130620707529,63.4,30.1,31.538693792924708
2000-12-05,31.40833333333333,30.125696514189453,65,33.59166666666667,34.87430348581054
