county,county_name,site,year,aadt
12,Lee,0086,1991,6748
12,Lee,0086,1992,7400
12,Lee,0086,1993,7700
12,Lee,0086,1994,8000
12,Lee,0086,1995,8300
12,Lee,0086,1996,8400
12,Lee,0086,1997,9200
12,Lee,0086,2010,12700
12,Lee,0086,2011,13700
12,Lee,0086,2012,12500
12,Lee,0086,2013,12700
12,Lee,0086,2014,13100
12,Lee,0086,2015,14600
12,Lee,0086,2016,15700
12,Lee,0086,2017,16900
12,Lee,0086,2018,17300
12,Lee,0086,2019,18600
12,Lee,0086,2020,20000
12,Lee,0086,2021,21000
12,Lee,0086,2022,23000
12,Lee,0086,2023,24000
12,Lee,0086,2024,26000
12,Lee,0086,2025,28000
12,Lee,0087,1991,23004
12,Lee,0087,1992,22500
12,Lee,0087,1993,22000
12,Lee,0087,1994,22000
12,Lee,0087,1995,15000
12,Lee,0088,1991,25287
12,Lee,0088,1992,26500
12,Lee,0088,1993,27500
12,Lee,0088,1994,27500
12,Lee,0088,1995,27500
12,Lee,0088,1996,27500
12,Lee,0088,1997,28500
12,Lee,0088,1998,23500
12,Lee,0088,1999,23000
12,Lee,0089,1991,25537
12,Lee,0089,1992,22500
12,Lee,0089,1993,23000
12,Lee,0089,1994,25000
12,Lee,0089,1995,26000
12,Lee,0089,1996,24500
12,Lee,0089,1997,26500
12,Lee,0089,1998,26000
12,Lee,0089,1999,28500
12,Lee,0089,2000,30500
12,Lee,0089,2001,32000
12,Lee,0089,2002,32500
12,Lee,0089,2003,37500
12,Lee,0089,2004,48500
12,Lee,0089,2005,39000
12,Lee,0089,2006,41500
12,Lee,0089,2007,44500
12,Lee,0089,2008,40500
12,Lee,0089,2009,36500
12,Lee,0089,2010,36500
12,Lee,0089,2011,36500
12,Lee,0089,2012,34000
12,Lee,0089,2013,35000
12,Lee,0089,2014,40500
12,Lee,0089,2015,42000
12,Lee,0089,2016,41500
12,Lee,0089,2017,42500
12,Lee,0089,2018,45000
12,Lee,0089,2019,50500
12,Lee,0089,2020,40000
12,Lee,0089,2021,48000
12,Lee,0089,2022,48000
12,Lee,0089,2023,52500
12,Lee,0089,2024,51500
12,Lee,0089,2025,51500
03,Collier,0090,1970,2448
03,Collier,0090,1971,2269
03,Collier,0090,1972,2518
03,Collier,0090,1973,2405
03,Collier,0090,1974,2991
03,Collier,0090,1975,3257
03,Collier,0090,1976,2297
03,Collier,0090,1977,1818
03,Collier,0090,1978,2810
03,Collier,0090,1979,2535
03,Collier,0090,1980,2288
03,Collier,0090,1981,2560
03,Collier,0090,1982,2448
12,Lee,0090,1991,47790
12,Lee,0090,1992,53000
12,Lee,0090,1993,51500
12,Lee,0090,1994,62000
12,Lee,0090,1995,57000
12,Lee,0090,1996,58000
12,Lee,0090,1997,54000
12,Lee,0090,1998,51000
12,Lee,0090,1999,53000
12,Lee,0090,2000,57000
12,Lee,0090,2001,57500
12,Lee,0090,2002,59500
12,Lee,0090,2003,60500
12,Lee,0090,2004,62500
12,Lee,0090,2005,61000
12,Lee,0090,2006,62000
12,Lee,0090,2007,66000
12,Lee,0090,2008,57500
12,Lee,0090,2009,65000
12,Lee,0090,2010,60500
12,Lee,0090,2011,60500
12,Lee,0090,2012,59000
12,Lee,0090,2013,56000
12,Lee,0091,1991,56845
12,Lee,0091,1992,55500
12,Lee,0091,1993,55000
12,Lee,0091,1994,53500
12,Lee,0091,1995,58000
12,Lee,0091,1996,54000
12,Lee,0091,1997,42500
12,Lee,0091,1998,45000
12,Lee,0091,1999,40000
12,Lee,0091,2000,41500
12,Lee,0091,2001,41000
12,Lee,0091,2002,42000
12,Lee,0091,2003,47500
12,Lee,0091,2004,47500
12,Lee,0091,2005,49500
12,Lee,0091,2006,49000
12,Lee,0091,2007,50500
12,Lee,0091,2008,52000
12,Lee,0091,2009,45500
12,Lee,0091,2010,48000
12,Lee,0091,2011,46500
12,Lee,0091,2012,51500
12,Lee,0091,2013,51500
12,Lee,0091,2014,54000
12,Lee,0091,2015,48500
12,Lee,0091,2016,50500
12,Lee,0091,2017,53000
12,Lee,0091,2018,53000
12,Lee,0091,2019,48500
12,Lee,0091,2020,44000
12,Lee,0091,2021,49500
12,Lee,0091,2022,49500
12,Lee,0091,2023,55000
12,Lee,0091,2024,54000
12,Lee,0091,2025,54000
12,Lee,0092,1991,46183
12,Lee,0092,1992,49000
12,Lee,0092,1993,48500
12,Lee,0092,1994,46500
12,Lee,0092,1995,52000
12,Lee,0092,1996,48500
12,Lee,0092,1997,41000
12,Lee,0092,1998,45500
12,Lee,0092,1999,44500
12,Lee,0092,2000,53000
12,Lee,0092,2001,46000
12,Lee,0092,2002,55000
12,Lee,0092,2003,53000
12,Lee,0092,2004,50000
12,Lee,0092,2005,55000
12,Lee,0092,2006,63000
12,Lee,0092,2007,57000
12,Lee,0092,2008,52000
12,Lee,0092,2009,53500
12,Lee,0092,2010,49000
12,Lee,0092,2011,53000
12,Lee,0092,2012,51500
12,Lee,0092,2013,50000
12,Lee,0092,2014,52000
12,Lee,0092,2015,52500
12,Lee,0092,2016,44500
12,Lee,0092,2017,49000
12,Lee,0092,2018,49000
12,Lee,0092,2019,49000
12,Lee,0092,2020,36000
12,Lee,0092,2021,46500
12,Lee,0092,2022,46500
12,Lee,0092,2023,46000
12,Lee,0092,2024,45000
12,Lee,0092,2025,45000
12,Lee,0093,1991,45273
12,Lee,0093,1992,44500
12,Lee,0093,1993,50000
12,Lee,0093,1994,48000
12,Lee,0093,1995,48000
12,Lee,0093,1996,45000
12,Lee,0093,1997,39500
12,Lee,0093,1998,43000
12,Lee,0093,1999,39500
12,Lee,0093,2000,43500
12,Lee,0093,2001,42500
12,Lee,0093,2002,46000
12,Lee,0093,2003,49000
12,Lee,0093,2004,50000
12,Lee,0093,2005,48000
12,Lee,0093,2006,52500
12,Lee,0093,2007,57000
12,Lee,0093,2008,52000
12,Lee,0093,2009,52000
12,Lee,0093,2010,53000
12,Lee,0093,2011,50000
12,Lee,0093,2012,55500
12,Lee,0093,2013,55000
12,Lee,0093,2014,58000
12,Lee,0093,2015,52000
12,Lee,0093,2016,55500
12,Lee,0093,2017,51500
12,Lee,0093,2018,51500
12,Lee,0093,2019,51500
12,Lee,0093,2020,38000
12,Lee,0093,2021,44000
12,Lee,0093,2022,45500
12,Lee,0093,2023,46500
12,Lee,0093,2024,45500
12,Lee,0093,2025,45500
03,Collier,0094,1974,17440
03,Collier,0094,1975,18235
03,Collier,0094,1977,19765
03,Collier,0094,1978,20890
03,Collier,0094,1979,26635
03,Collier,0094,1980,22987
03,Collier,0094,1981,26279
03,Collier,0094,1982,27570
03,Collier,0094,1983,29363
03,Collier,0094,1984,30667
03,Collier,0094,1985,31070
03,Collier,0094,1986,31295
03,Collier,0094,1987,32832
03,Collier,0094,1988,35379
03,Collier,0094,1989,36398
03,Collier,0094,1990,37761
12,Lee,0094,1991,34084
03,Collier,0094,1991,37294
12,Lee,0094,1992,34500
03,Collier,0094,1992,38769
12,Lee,0094,1993,33000
03,Collier,0094,1993,36975
12,Lee,0094,1994,31000
03,Collier,0094,1994,35445
12,Lee,0094,1995,31000
03,Collier,0094,1995,35711
12,Lee,0094,1996,31000
03,Collier,0094,1996,36649
12,Lee,0094,1997,31000
03,Collier,0094,1997,36619
12,Lee,0094,1998,29500
03,Collier,0094,1998,38000
12,Lee,0094,1999,29000
03,Collier,0094,1999,39000
12,Lee,0094,2000,28000
03,Collier,0094,2000,35911
12,Lee,0094,2001,28000
03,Collier,0094,2001,39827
12,Lee,0094,2002,32500
03,Collier,0094,2002,40258
12,Lee,0094,2003,33000
03,Collier,0094,2003,41463
12,Lee,0094,2004,34000
03,Collier,0094,2004,44055
12,Lee,0094,2005,35000
03,Collier,0094,2005,45229
03,Collier,0094,2006,45559
12,Lee,0094,2006,40000
12,Lee,0094,2007,44000
03,Collier,0094,2007,43776
12,Lee,0094,2008,37500
03,Collier,0094,2008,41699
12,Lee,0094,2009,36500
03,Collier,0094,2009,41162
03,Collier,0094,2010,39899
12,Lee,0094,2010,40500
03,Collier,0094,2011,38035
12,Lee,0094,2011,37000
12,Lee,0094,2012,37500
03,Collier,0094,2012,38102
03,Collier,0094,2013,39232
12,Lee,0094,2013,39000
12,Lee,0094,2014,38500
03,Collier,0094,2014,40223
12,Lee,0094,2015,42000
03,Collier,0094,2015,41557
03,Collier,0094,2016,42286
12,Lee,0094,2016,34500
03,Collier,0094,2017,41302
12,Lee,0094,2017,42000
12,Lee,0094,2018,42000
03,Collier,0094,2018,40039
03,Collier,0094,2019,42797
12,Lee,0094,2019,39500
12,Lee,0094,2020,35500
03,Collier,0094,2020,38469
12,Lee,0094,2021,38500
03,Collier,0094,2021,44331
12,Lee,0094,2022,38500
03,Collier,0094,2022,44103
12,Lee,0094,2023,39000
03,Collier,0094,2023,43255
12,Lee,0094,2024,38000
03,Collier,0094,2024,43163
03,Collier,0094,2025,43418
12,Lee,0094,2025,38000
12,Lee,0095,1991,22421
12,Lee,0095,1992,23000
12,Lee,0095,1993,22000
12,Lee,0095,1994,23000
12,Lee,0095,1995,24000
12,Lee,0095,1996,22500
12,Lee,0095,1997,21500
12,Lee,0095,1998,20500
12,Lee,0095,1999,21500
12,Lee,0095,2000,24500
12,Lee,0095,2001,23000
12,Lee,0095,2002,24500
12,Lee,0095,2003,26000
12,Lee,0095,2004,25500
12,Lee,0095,2005,24000
12,Lee,0095,2006,23000
12,Lee,0095,2007,22500
12,Lee,0095,2008,24500
12,Lee,0095,2009,23500
12,Lee,0095,2010,25500
12,Lee,0095,2011,26500
12,Lee,0095,2012,23500
12,Lee,0095,2013,23500
12,Lee,0095,2014,23500
12,Lee,0095,2015,23500
12,Lee,0095,2016,23500
12,Lee,0095,2017,23000
12,Lee,0095,2018,23500
12,Lee,0095,2019,24500
12,Lee,0095,2020,22000
12,Lee,0095,2021,21000
12,Lee,0095,2022,25000
12,Lee,0095,2023,23500
12,Lee,0095,2024,23500
12,Lee,0095,2025,23500
12,Lee,0096,1991,23509
12,Lee,0096,1992,22500
12,Lee,0096,1993,23000
12,Lee,0097,1991,16323
12,Lee,0097,1992,18000
12,Lee,0097,1993,19000
12,Lee,0097,1994,18000
12,Lee,0097,2008,38500
12,Lee,0097,2009,38500
12,Lee,0097,2010,40500
12,Lee,0097,2011,36500
12,Lee,0097,2012,37500
12,Lee,0097,2013,38500
12,Lee,0097,2014,40500
12,Lee,0097,2015,41000
12,Lee,0097,2016,43000
12,Lee,0097,2017,46000
12,Lee,0097,2018,46500
12,Lee,0097,2019,47000
12,Lee,0097,2020,47000
12,Lee,0097,2021,50000
12,Lee,0097,2022,52000
12,Lee,0097,2023,52000
12,Lee,0097,2024,54500
12,Lee,0097,2025,57000
12,Lee,0098,1991,40805
12,Lee,0098,1992,44000
12,Lee,0098,1993,44000
12,Lee,0098,1994,46000
12,Lee,0098,1995,46500
12,Lee,0098,1996,47000
12,Lee,0098,1997,43500
12,Lee,0098,1998,45500
12,Lee,0098,1999,49500
12,Lee,0098,2000,46000
12,Lee,0098,2001,51500
12,Lee,0098,2002,54500
12,Lee,0098,2003,58000
12,Lee,0098,2004,63000
12,Lee,0098,2005,60000
12,Lee,0098,2006,67500
12,Lee,0098,2007,67000
12,Lee,0098,2008,60500
12,Lee,0098,2009,60500
12,Lee,0098,2010,59500
12,Lee,0098,2011,61000
12,Lee,0098,2012,60500
12,Lee,0098,2013,51500
12,Lee,0098,2014,54000
12,Lee,0098,2015,58000
12,Lee,0098,2016,58500
12,Lee,0098,2017,56500
12,Lee,0098,2018,54000
12,Lee,0098,2019,56000
12,Lee,0098,2020,47000
12,Lee,0098,2021,56500
12,Lee,0098,2022,56500
12,Lee,0098,2023,63000
12,Lee,0098,2024,62000
12,Lee,0098,2025,62000
12,Lee,0099,1991,22330
12,Lee,0099,1992,24000
12,Lee,0099,1993,23500
12,Lee,0099,1994,26500
12,Lee,0099,1995,25000
12,Lee,0099,1996,29500
12,Lee,0099,1997,30500
12,Lee,0099,1998,30500
12,Lee,0099,1999,33000
12,Lee,0099,2000,36000
12,Lee,0099,2001,35500
12,Lee,0099,2002,42000
12,Lee,0099,2003,41000
12,Lee,0099,2004,53000
12,Lee,0099,2005,57000
12,Lee,0099,2006,62000
12,Lee,0099,2007,48000
12,Lee,0099,2008,41000
12,Lee,0099,2009,38000
12,Lee,0099,2010,40000
12,Lee,0099,2011,38500
12,Lee,0099,2012,38500
12,Lee,0099,2013,39500
12,Lee,0099,2014,42500
12,Lee,0099,2015,53500
12,Lee,0099,2016,68000
12,Lee,0099,2017,47000
12,Lee,0099,2018,47000
12,Lee,0099,2019,57000
12,Lee,0099,2020,39500
12,Lee,0099,2021,47000
12,Lee,0099,2022,47000
12,Lee,0099,2023,49500
12,Lee,0099,2024,48500
12,Lee,0099,2025,48500
12,Lee,0100,1991,19062
12,Lee,0100,1992,20500
12,Lee,0100,1993,21000
12,Lee,0100,1994,21500
12,Lee,0101,1991,4473
12,Lee,0101,1992,4800
12,Lee,0101,1993,5000
12,Lee,0101,1994,6200
12,Lee,0101,1995,7000
12,Lee,0101,1996,7800
12,Lee,0101,1997,8800
12,Lee,0101,1998,9200
12,Lee,0101,1999,8600
12,Lee,0101,2000,9100
12,Lee,0101,2001,10500
12,Lee,0101,2002,12300
12,Lee,0101,2003,14000
12,Lee,0101,2004,16300
12,Lee,0101,2005,18800
12,Lee,0101,2006,23000
12,Lee,0101,2007,22500
12,Lee,0101,2008,19500
12,Lee,0101,2009,21000
12,Lee,0101,2010,22500
12,Lee,0101,2011,22500
12,Lee,0101,2012,22000
12,Lee,0101,2013,25500
12,Lee,0102,1991,12360
12,Lee,0102,1992,14300
12,Lee,0102,1993,14000
12,Lee,0102,1994,16000
03,Collier,0103,1970,838
03,Collier,0103,1971,883
03,Collier,0103,1972,957
03,Collier,0103,1973,731
03,Collier,0103,1974,780
03,Collier,0103,1975,962
03,Collier,0103,1976,580
03,Collier,0103,1977,816
12,Lee,0103,1991,10863
12,Lee,0103,1992,10600
12,Lee,0103,1993,12000
12,Lee,0103,1994,11500
12,Lee,0103,1995,12200
12,Lee,0103,1996,12300
12,Lee,0103,1997,11700
12,Lee,0103,1998,12500
12,Lee,0103,1999,13900
12,Lee,0103,2000,13900
12,Lee,0103,2001,15300
12,Lee,0103,2002,15400
12,Lee,0103,2003,15400
12,Lee,0103,2004,17400
12,Lee,0103,2005,20000
12,Lee,0103,2006,17900
12,Lee,0103,2007,16600
12,Lee,0103,2008,15700
12,Lee,0103,2009,15000
12,Lee,0103,2010,16000
12,Lee,0103,2011,15500
12,Lee,0103,2012,16200
12,Lee,0103,2013,15700
12,Lee,0103,2014,17700
12,Lee,0103,2015,18800
12,Lee,0103,2016,20500
12,Lee,0103,2017,19400
12,Lee,0103,2018,21000
12,Lee,0103,2019,22500
12,Lee,0103,2020,20500
12,Lee,0103,2021,22500
12,Lee,0103,2022,22500
12,Lee,0103,2023,24500
03,Collier,0104,1970,2896
03,Collier,0104,1971,2557
03,Collier,0104,1972,2635
03,Collier,0104,1973,2133
03,Collier,0104,1974,2923
03,Collier,0104,1975,3167
03,Collier,0104,1976,2848
03,Collier,0104,1977,3147
03,Collier,0104,1978,2825
03,Collier,0104,1979,3105
03,Collier,0104,1980,2698
03,Collier,0104,1981,3093
03,Collier,0104,1982,2630
03,Collier,0104,1983,2789
03,Collier,0104,1984,3443
03,Collier,0104,1985,2935
03,Collier,0104,1986,3349
03,Collier,0104,1987,3450
03,Collier,0104,1988,3779
03,Collier,0104,1989,3478
03,Collier,0104,1991,3998
12,Lee,0104,1992,18500
03,Collier,0104,1992,3600
12,Lee,0104,1993,18700
03,Collier,0104,1993,3600
12,Lee,0104,1994,22000
03,Collier,0104,1994,2400
12,Lee,0104,1995,22000
03,Collier,0104,1995,3100
12,Lee,0104,1996,23000
03,Collier,0104,1996,2800
12,Lee,0104,1997,24000
03,Collier,0104,1997,3300
12,Lee,0104,1998,25000
03,Collier,0104,1998,2700
12,Lee,0104,1999,26500
03,Collier,0104,1999,4300
12,Lee,0104,2000,27500
03,Collier,0104,2000,3200
12,Lee,0104,2001,27000
03,Collier,0104,2001,3400
12,Lee,0104,2002,26500
03,Collier,0104,2002,3100
12,Lee,0104,2003,24000
03,Collier,0104,2003,3400
12,Lee,0104,2004,27500
03,Collier,0104,2004,2900
12,Lee,0104,2005,27500
03,Collier,0104,2005,3100
03,Collier,0104,2006,2600
12,Lee,0104,2006,34500
12,Lee,0104,2007,32000
03,Collier,0104,2007,2700
12,Lee,0104,2008,27000
03,Collier,0104,2008,2600
12,Lee,0104,2009,27500
03,Collier,0104,2009,2700
03,Collier,0104,2010,2600
12,Lee,0104,2010,28000
03,Collier,0104,2011,2600
12,Lee,0104,2011,28000
12,Lee,0104,2012,27000
03,Collier,0104,2012,2400
03,Collier,0104,2013,2400
12,Lee,0104,2013,27000
03,Collier,0104,2014,2400
03,Collier,0104,2015,3700
03,Collier,0104,2016,3900
03,Collier,0104,2017,3400
03,Collier,0104,2018,2800
03,Collier,0104,2019,2700
03,Collier,0104,2020,2700
03,Collier,0104,2021,2700
03,Collier,0104,2022,3400
03,Collier,0104,2023,3600
03,Collier,0104,2024,3800
03,Collier,0104,2025,3300
03,Collier,0105,1970,2219
03,Collier,0105,1971,2734
03,Collier,0105,1972,2689
03,Collier,0105,1973,3110
03,Collier,0105,1974,3705
03,Collier,0105,1975,2882
03,Collier,0105,1977,2833
12,Lee,0105,1992,27000
12,Lee,0105,1993,27500
12,Lee,0105,1994,30000
12,Lee,0105,1995,30000
12,Lee,0105,1996,31500
12,Lee,0105,1997,31000
12,Lee,0105,1998,29500
12,Lee,0105,1999,32000
12,Lee,0105,2000,35500
12,Lee,0105,2001,38500
12,Lee,0105,2002,43000
12,Lee,0105,2003,41000
12,Lee,0105,2004,44000
12,Lee,0105,2005,44000
12,Lee,0105,2006,45000
12,Lee,0105,2007,47000
12,Lee,0105,2008,45500
12,Lee,0105,2009,41500
12,Lee,0105,2010,41000
12,Lee,0105,2011,41000
12,Lee,0105,2012,39500
12,Lee,0105,2013,40500
03,Collier,0106,1970,3077
03,Collier,0106,1971,2613
03,Collier,0106,1972,2550
03,Collier,0106,1973,3371
03,Collier,0106,1977,4095
12,Lee,0106,1994,19100
12,Lee,0106,1995,21500
12,Lee,0106,1996,24000
12,Lee,0106,1997,26500
12,Lee,0106,1998,28500
12,Lee,0106,1999,30500
12,Lee,0106,2000,32000
12,Lee,0106,2001,39500
12,Lee,0106,2002,40000
12,Lee,0106,2003,43000
03,Collier,0107,1970,649
03,Collier,0107,1971,671
03,Collier,0107,1972,508
03,Collier,0107,1973,668
03,Collier,0107,1974,827
03,Collier,0107,1975,1067
03,Collier,0107,1976,1260
03,Collier,0107,1977,1225
03,Collier,0107,1985,1165
03,Collier,0107,1986,4017
03,Collier,0107,1987,1665
12,Lee,0107,2004,13300
12,Lee,0107,2005,12600
12,Lee,0107,2006,15700
12,Lee,0107,2007,15100
12,Lee,0107,2008,12700
12,Lee,0107,2009,14300
12,Lee,0107,2010,14900
12,Lee,0107,2011,15100
12,Lee,0107,2012,14100
12,Lee,0107,2013,17000
12,Lee,0107,2014,17600
12,Lee,0107,2015,17100
12,Lee,0107,2016,18900
12,Lee,0107,2017,20500
12,Lee,0107,2018,21500
12,Lee,0107,2019,22500
12,Lee,0107,2020,24500
12,Lee,0107,2021,28500
12,Lee,0107,2022,28500
12,Lee,0107,2023,36000
12,Lee,0107,2024,39000
12,Lee,0107,2025,39000
12,Lee,0108,2004,9700
12,Lee,0108,2005,10700
12,Lee,0108,2006,13100
12,Lee,0108,2007,13200
12,Lee,0108,2008,11100
12,Lee,0108,2009,12200
12,Lee,0108,2010,12800
12,Lee,0108,2011,13000
12,Lee,0108,2012,12700
12,Lee,0108,2013,14700
12,Lee,0108,2014,15100
12,Lee,0108,2015,15700
12,Lee,0108,2016,17200
12,Lee,0108,2017,18300
12,Lee,0108,2018,19100
12,Lee,0108,2019,19800
12,Lee,0108,2020,21000
12,Lee,0108,2021,27000
12,Lee,0108,2022,27000
12,Lee,0108,2023,33500
12,Lee,0108,2024,36500
12,Lee,0108,2025,36500
12,Lee,0109,2005,31000
12,Lee,0109,2006,29500
12,Lee,0109,2007,28500
12,Lee,0109,2008,23500
12,Lee,0109,2009,26000
12,Lee,0109,2010,27500
12,Lee,0109,2011,27000
12,Lee,0109,2012,26500
12,Lee,0109,2013,26500
12,Lee,0109,2014,32500
12,Lee,0109,2015,31500
12,Lee,0109,2016,32000
12,Lee,0109,2017,30500
12,Lee,0109,2018,37000
12,Lee,0109,2019,38500
12,Lee,0109,2020,29000
12,Lee,0109,2021,33000
12,Lee,0109,2022,33000
12,Lee,0109,2023,39000
12,Lee,0109,2024,38000
12,Lee,0109,2025,38000
03,Collier,0110,1970,2476
03,Collier,0110,1971,1333
03,Collier,0110,1972,726
03,Collier,0110,1973,1151
03,Collier,0110,1974,895
03,Collier,0110,1975,760
03,Collier,0110,1976,700
03,Collier,0110,1977,1148
03,Collier,0110,1985,1189
03,Collier,0110,1986,1007
03,Collier,0110,1987,1626
12,Lee,0110,2015,10800
12,Lee,0110,2016,11400
12,Lee,0110,2017,12000
12,Lee,0110,2018,10700
12,Lee,0110,2019,10100
12,Lee,0110,2020,10100
12,Lee,0110,2021,10700
12,Lee,0110,2022,11000
12,Lee,0110,2023,9200
12,Lee,0110,2024,9600
12,Lee,0110,2025,10000
03,Collier,0111,1970,2674
03,Collier,0111,1971,1934
03,Collier,0111,1972,2401
03,Collier,0111,1973,2316
03,Collier,0111,1974,2741
03,Collier,0111,1975,2739
03,Collier,0111,1976,2523
03,Collier,0111,1977,3028
03,Collier,0111,1978,2813
03,Collier,0111,1979,2975
03,Collier,0111,1980,2597
03,Collier,0111,1981,3530
03,Collier,0111,1982,2973
03,Collier,0111,1983,2884
03,Collier,0111,1984,3228
03,Collier,0111,1985,2988
03,Collier,0111,1986,3432
03,Collier,0111,1987,3506
03,Collier,0111,1988,3454
03,Collier,0111,1989,3018
03,Collier,0111,1991,4159
03,Collier,0111,1992,3900
03,Collier,0111,1993,3800
03,Collier,0111,1994,3000
03,Collier,0111,1995,3900
03,Collier,0111,1996,3500
03,Collier,0111,1997,3200
03,Collier,0111,1998,3400
03,Collier,0111,1999,4800
03,Collier,0111,2000,3900
03,Collier,0111,2001,4100
03,Collier,0111,2002,3900
03,Collier,0111,2003,4800
03,Collier,0111,2004,4200
03,Collier,0111,2005,3600
03,Collier,0111,2006,3400
03,Collier,0111,2007,3200
03,Collier,0111,2008,3100
03,Collier,0111,2009,3000
03,Collier,0111,2010,2800
03,Collier,0111,2011,2800
03,Collier,0111,2012,2700
03,Collier,0111,2013,3100
03,Collier,0111,2014,3100
03,Collier,0111,2015,4400
03,Collier,0111,2016,4600
03,Collier,0111,2017,3700
03,Collier,0111,2018,3300
03,Collier,0111,2019,3100
03,Collier,0111,2020,3400
12,Lee,0111,2021,13500
03,Collier,0111,2021,3000
12,Lee,0111,2022,14000
03,Collier,0111,2022,3200
12,Lee,0111,2023,15500
03,Collier,0111,2023,3700
12,Lee,0111,2024,14500
03,Collier,0111,2024,3900
03,Collier,0111,2025,3900
12,Lee,0111,2025,15000
03,Collier,0112,1970,1403
03,Collier,0112,1971,1303
03,Collier,0112,1972,1375
03,Collier,0112,1973,1295
03,Collier,0112,1974,1329
03,Collier,0112,1975,1592
03,Collier,0112,1976,1543
03,Collier,0112,1977,1629
12,Lee,0112,2021,11000
12,Lee,0112,2022,11500
12,Lee,0112,2023,12500
12,Lee,0112,2024,11500
12,Lee,0112,2025,12000
12,Lee,0113,2021,10500
12,Lee,0113,2022,11000
12,Lee,0113,2023,12000
12,Lee,0113,2024,10500
12,Lee,0113,2025,11000
12,Lee,0114,2021,13500
12,Lee,0114,2022,14000
12,Lee,0114,2023,15500
12,Lee,0114,2024,15000
12,Lee,0114,2025,15500
12,Lee,0115,2015,3300
12,Lee,0115,2016,3400
12,Lee,0115,2017,3400
12,Lee,0115,2018,2800
12,Lee,0115,2019,3000
12,Lee,0115,2020,3000
12,Lee,0115,2021,3000
12,Lee,0115,2022,3100
12,Lee,0115,2023,3000
12,Lee,0115,2024,3000
12,Lee,0115,2025,3000
12,Lee,0116,2015,8200
12,Lee,0116,2016,8700
12,Lee,0116,2017,9100
12,Lee,0116,2018,8700
12,Lee,0116,2019,8800
12,Lee,0116,2020,8800
12,Lee,0116,2021,9300
12,Lee,0116,2022,9700
12,Lee,0116,2023,11300
12,Lee,0116,2024,11900
12,Lee,0116,2025,12500
12,Lee,0117,2015,8600
12,Lee,0117,2016,9200
12,Lee,0117,2017,9600
12,Lee,0117,2018,9600
12,Lee,0117,2019,9800
12,Lee,0117,2020,9800
12,Lee,0117,2021,10500
12,Lee,0117,2022,11000
12,Lee,0117,2023,10800
12,Lee,0117,2024,11400
12,Lee,0117,2025,12000
12,Lee,0118,2015,4200
12,Lee,0118,2016,7000
12,Lee,0118,2017,7400
12,Lee,0118,2018,7400
12,Lee,0118,2019,7800
12,Lee,0118,2020,7800
12,Lee,0118,2021,8200
12,Lee,0118,2022,8400
12,Lee,0118,2023,17100
12,Lee,0118,2024,17900
12,Lee,0118,2025,18700
12,Lee,0120,2015,2600
12,Lee,0120,2016,2600
12,Lee,0120,2017,2600
12,Lee,0120,2018,5100
12,Lee,0120,2019,5300
12,Lee,0120,2020,5300
12,Lee,0120,2021,5600
12,Lee,0120,2022,5800
12,Lee,0120,2023,3000
12,Lee,0120,2024,3200
12,Lee,0120,2025,3400
12,Lee,0121,2015,3900
12,Lee,0121,2016,4100
12,Lee,0121,2017,4100
12,Lee,0121,2018,4000
12,Lee,0121,2019,4100
12,Lee,0121,2020,4100
12,Lee,0121,2021,4100
12,Lee,0121,2022,4100
12,Lee,0121,2023,3300
12,Lee,0121,2024,3300
12,Lee,0121,2025,3300
12,Lee,0122,2015,4300
12,Lee,0122,2016,4500
12,Lee,0122,2017,4800
12,Lee,0122,2018,4700
12,Lee,0122,2019,4800
12,Lee,0122,2020,4800
12,Lee,0122,2021,5100
12,Lee,0122,2022,5300
12,Lee,0122,2023,6000
12,Lee,0122,2024,6300
12,Lee,0122,2025,6600
03,Collier,0123,1970,18449
03,Collier,0123,1971,16474
03,Collier,0123,1972,20244
03,Collier,0123,1973,23175
03,Collier,0123,1975,27598
03,Collier,0123,1976,18580
03,Collier,0123,1977,24795
03,Collier,0123,1978,29620
03,Collier,0123,1979,30093
03,Collier,0123,1980,29353
03,Collier,0123,1981,29326
03,Collier,0123,1982,30248
03,Collier,0123,1983,28159
03,Collier,0123,1984,27976
03,Collier,0123,1985,26861
03,Collier,0123,1987,27393
03,Collier,0123,1988,28261
03,Collier,0123,1989,23029
03,Collier,0123,1990,35339
03,Collier,0123,1991,36763
03,Collier,0123,1992,33500
03,Collier,0123,1993,34000
03,Collier,0123,1994,32500
03,Collier,0123,1995,38000
03,Collier,0123,1996,38000
03,Collier,0123,1997,32500
03,Collier,0123,1998,33000
03,Collier,0123,1999,35000
03,Collier,0123,2000,34000
03,Collier,0123,2001,37500
03,Collier,0123,2002,38000
03,Collier,0123,2003,38500
03,Collier,0123,2004,40500
03,Collier,0123,2005,42500
03,Collier,0123,2006,41000
03,Collier,0123,2007,42000
03,Collier,0123,2008,37500
03,Collier,0123,2009,35500
03,Collier,0123,2010,35000
03,Collier,0123,2011,35000
03,Collier,0123,2012,35500
03,Collier,0123,2013,35500
03,Collier,0123,2014,36500
12,Lee,0123,2015,1200
03,Collier,0123,2015,37500
03,Collier,0123,2016,38000
12,Lee,0123,2016,1150
03,Collier,0123,2017,35000
12,Lee,0123,2017,1250
12,Lee,0123,2018,1450
03,Collier,0123,2018,34000
03,Collier,0123,2019,38500
12,Lee,0123,2019,1500
